,date_cal,rain_cal,Q_obs_cal,Q_sim_cal
3223,2009/10/29,0.0,5.29,11.932
3224,2009/10/30,0.0,11.24,9.783
3225,2009/10/31,15.15,11.28,27.01
3226,2009/11/ 1,19.65,27.42,88.24
3227,2009/11/ 2,6.83,55.94,112.321
3228,2009/11/ 3,3.61,27.07,85.393
3229,2009/11/ 4,2.27,33.0,70.991
3230,2009/11/ 5,0.04,33.02,86.367
3231,2009/11/ 6,0.0,32.81,84.45
3232,2009/11/ 7,0.0,33.17,64.103
3233,2009/11/ 8,12.61,44.33,84.279
3234,2009/11/ 9,0.26,32.94,89.699
3235,2009/11/10,1.96,21.72,73.544
3236,2009/11/11,4.14,38.53,65.004
3237,2009/11/12,2.3,38.08,59.609
3238,2009/11/13,2.69,43.94,57.25
3239,2009/11/14,0.01,55.16,53.269
3240,2009/11/15,0.0,49.34,48.199
3241,2009/11/16,0.0,32.6,43.076
3242,2009/11/17,0.0,20.9,38.218
3243,2009/11/18,0.0,21.2,33.806
3244,2009/11/19,0.0,20.97,29.88
3245,2009/11/20,0.01,15.65,26.338
3246,2009/11/21,0.0,15.72,23.223
3247,2009/11/22,0.0,15.97,20.459
3248,2009/11/23,0.17,10.19,18.413
3249,2009/11/24,0.0,15.63,16.686
3250,2009/11/25,0.15,10.56,15.202
3251,2009/11/26,0.0,10.5,13.935
3252,2009/11/27,0.0,10.52,12.817
3253,2009/11/28,0.2,10.53,11.885
3254,2009/11/29,4.63,16.42,14.954
3255,2009/11/30,0.41,10.96,16.067
3256,2009/12/ 1,0.0,15.45,15.837
3257,2009/12/ 2,0.04,12.88,15.018
3258,2009/12/ 3,0.05,10.3,14.027
3259,2009/12/ 4,0.0,3.56,12.921
3260,2009/12/ 5,7.56,16.04,11.555
3261,2009/12/ 6,0.07,10.78,10.151
3262,2009/12/ 7,0.0,5.17,8.959
3263,2009/12/ 8,0.0,4.79,7.971
3264,2009/12/ 9,0.0,15.85,7.477
3265,2009/12/10,3.34,5.57,10.406
3266,2009/12/11,1.95,16.08,14.981
3267,2009/12/12,0.0,10.64,17.054
3268,2009/12/13,0.0,14.09,17.385
3269,2009/12/14,0.0,16.66,16.432
3270,2009/12/15,0.0,6.16,14.917
3271,2009/12/16,0.0,0.5,13.263
3272,2009/12/17,0.0,0.85,11.602
3273,2009/12/18,0.0,1.89,10.11
3274,2009/12/19,0.0,8.0,8.758
3275,2009/12/20,0.0,6.95,7.521
3276,2009/12/21,0.0,1.46,6.472
3277,2009/12/22,0.0,12.59,5.749
3278,2009/12/23,0.75,7.22,5.998
3279,2009/12/24,0.0,6.88,6.007
3280,2009/12/25,0.13,12.63,5.709
3281,2009/12/26,0.0,2.37,5.094
3282,2009/12/27,0.2,2.81,4.61
3283,2009/12/28,0.0,3.05,4.236
3284,2009/12/29,0.08,2.63,4.055
3285,2009/12/30,1.06,3.03,3.872
3286,2009/12/31,0.0,1.0,3.704
3287,2010/ 1/ 1,0.0,2.78,3.55
3288,2010/ 1/ 2,3.25,2.99,3.412
3289,2010/ 1/ 3,0.08,3.61,3.283
3290,2010/ 1/ 4,5.97,8.68,3.167
3291,2010/ 1/ 5,0.06,3.73,3.056
3292,2010/ 1/ 6,0.0,3.9,2.953
3293,2010/ 1/ 7,0.0,4.13,2.858
3294,2010/ 1/ 8,0.04,4.38,2.767
3295,2010/ 1/ 9,0.03,4.63,2.683
3296,2010/ 1/10,0.0,4.72,2.602
3297,2010/ 1/11,0.0,4.8,2.525
3298,2010/ 1/12,0.0,0.02,2.447
3299,2010/ 1/13,0.0,0.36,2.375
3300,2010/ 1/14,0.0,0.71,2.31
3301,2010/ 1/15,0.08,0.69,2.247
3302,2010/ 1/16,0.0,0.67,2.188
3303,2010/ 1/17,0.0,0.55,2.131
3304,2010/ 1/18,0.03,3.28,2.079
3305,2010/ 1/19,1.0,4.1,2.078
3306,2010/ 1/20,7.76,8.48,10.203
3307,2010/ 1/21,4.59,10.8,12.88
3308,2010/ 1/22,0.08,14.23,12.838
3309,2010/ 1/23,0.0,8.32,11.612
3310,2010/ 1/24,0.0,2.32,10.003
3311,2010/ 1/25,0.0,6.98,8.145
3312,2010/ 1/26,0.0,6.07,6.467
3313,2010/ 1/27,1.89,10.49,5.023
3314,2010/ 1/28,0.36,10.76,4.258
3315,2010/ 1/29,0.0,5.93,3.696
3316,2010/ 1/30,0.0,1.46,3.374
3317,2010/ 1/31,0.0,10.71,3.185
3318,2010/ 2/ 1,0.0,10.9,3.082
3319,2010/ 2/ 2,0.0,5.59,2.962
3320,2010/ 2/ 3,0.0,1.23,2.844
3321,2010/ 2/ 4,0.0,5.9,2.727
3322,2010/ 2/ 5,0.0,0.63,2.616
3323,2010/ 2/ 6,0.0,5.84,2.513
3324,2010/ 2/ 7,0.0,1.53,2.417
3325,2010/ 2/ 8,0.0,6.06,3.095
3326,2010/ 2/ 9,4.9,10.68,4.548
3327,2010/ 2/10,3.41,12.06,6.33
3328,2010/ 2/11,4.07,7.68,6.367
3329,2010/ 2/12,0.59,2.57,5.669
3330,2010/ 2/13,1.5,2.44,4.698
3331,2010/ 2/14,0.0,3.89,3.743
3332,2010/ 2/15,0.0,2.97,3.127
3333,2010/ 2/16,0.0,3.19,2.7
3334,2010/ 2/17,0.0,3.01,2.621
3335,2010/ 2/18,0.24,8.42,2.531
3336,2010/ 2/19,0.07,3.46,2.441
3337,2010/ 2/20,0.03,4.8,2.352
3338,2010/ 2/21,0.0,2.98,2.266
3339,2010/ 2/22,0.1,3.83,3.942
3340,2010/ 2/23,0.29,8.42,6.821
3341,2010/ 2/24,0.0,12.91,11.54
3342,2010/ 2/25,10.32,31.32,27.779
3343,2010/ 2/26,0.16,159.39,35.678
3344,2010/ 2/27,0.0,77.65,37.587
3345,2010/ 2/28,0.48,41.6,38.882
3346,2010/ 3/ 1,9.95,54.42,38.572
3347,2010/ 3/ 2,0.61,35.95,35.946
3348,2010/ 3/ 3,0.14,36.56,32.424
3349,2010/ 3/ 4,1.37,22.31,29.903
3350,2010/ 3/ 5,0.67,26.12,29.993
3351,2010/ 3/ 6,0.0,30.85,29.033
3352,2010/ 3/ 7,0.19,27.05,27.002
3353,2010/ 3/ 8,0.28,31.3,24.657
3354,2010/ 3/ 9,0.58,17.5,22.507
3355,2010/ 3/10,2.07,21.7,19.947
3356,2010/ 3/11,0.03,23.57,17.635
3357,2010/ 3/12,1.75,14.69,19.995
3358,2010/ 3/13,0.0,19.2,20.741
3359,2010/ 3/14,2.49,27.18,22.383
3360,2010/ 3/15,12.69,100.79,49.506
3361,2010/ 3/16,0.0,223.8,56.565
3362,2010/ 3/17,0.01,110.12,46.95
3363,2010/ 3/18,0.12,73.51,42.164
3364,2010/ 3/19,0.0,60.16,39.227
3365,2010/ 3/20,3.26,46.4,42.688
3366,2010/ 3/21,0.19,69.0,42.608
3367,2010/ 3/22,1.89,50.67,41.72
3368,2010/ 3/23,0.07,50.8,41.022
3369,2010/ 3/24,0.0,37.07,40.033
3370,2010/ 3/25,3.87,41.72,38.61
3371,2010/ 3/26,0.75,41.75,35.346
3372,2010/ 3/27,5.88,37.27,33.353
3373,2010/ 3/28,0.92,32.72,33.175
3374,2010/ 3/29,0.19,28.49,32.467
3375,2010/ 3/30,0.12,34.46,32.455
3376,2010/ 3/31,5.16,34.7,39.015
3377,2010/ 4/ 1,2.02,84.94,44.099
3378,2010/ 4/ 2,0.08,53.09,44.769
3379,2010/ 4/ 3,0.0,66.59,43.091
3380,2010/ 4/ 4,0.0,56.15,41.081
3381,2010/ 4/ 5,0.0,52.07,38.874
3382,2010/ 4/ 6,0.04,54.31,36.843
3383,2010/ 4/ 7,0.0,53.05,34.368
3384,2010/ 4/ 8,0.0,43.91,31.817
3385,2010/ 4/ 9,0.0,44.45,37.885
3386,2010/ 4/10,0.0,53.49,38.074
3387,2010/ 4/11,0.0,44.91,35.229
3388,2010/ 4/12,2.77,43.92,35.013
3389,2010/ 4/13,4.18,53.11,36.552
3390,2010/ 4/14,0.0,55.18,34.609
3391,2010/ 4/15,0.0,45.01,31.17
3392,2010/ 4/16,0.0,31.4,27.272
3393,2010/ 4/17,0.0,31.25,23.355
3394,2010/ 4/18,0.0,27.21,20.429
3395,2010/ 4/19,0.0,31.77,17.464
3396,2010/ 4/20,0.0,36.21,14.491
3397,2010/ 4/21,7.16,42.79,21.036
3398,2010/ 4/22,4.03,51.48,27.617
3399,2010/ 4/23,3.08,51.67,32.046
3400,2010/ 4/24,0.01,47.28,31.579
3401,2010/ 4/25,0.0,38.4,29.121
3402,2010/ 4/26,21.56,51.46,72.848
3403,2010/ 4/27,12.73,139.3,125.92
3404,2010/ 4/28,4.89,161.08,134.096
3405,2010/ 4/29,1.46,126.9,110.626
3406,2010/ 4/30,0.08,100.25,82.623
3407,2010/ 5/ 1,0.0,85.8,63.652
3408,2010/ 5/ 2,0.0,79.29,53.281
3409,2010/ 5/ 3,0.95,65.75,47.214
3410,2010/ 5/ 4,0.0,65.95,41.041
3411,2010/ 5/ 5,0.0,56.98,35.135
3412,2010/ 5/ 6,6.89,61.76,38.359
3413,2010/ 5/ 7,0.0,52.71,36.228
3414,2010/ 5/ 8,0.0,48.37,32.116
3415,2010/ 5/ 9,0.0,39.81,27.66
3416,2010/ 5/10,0.07,35.1,23.381
3417,2010/ 5/11,5.4,40.27,26.623
3418,2010/ 5/12,0.05,35.71,26.008
3419,2010/ 5/13,0.0,31.26,23.609
3420,2010/ 5/14,0.0,22.71,20.153
3421,2010/ 5/15,0.0,18.2,16.693
3422,2010/ 5/16,0.0,26.44,13.678
3423,2010/ 5/17,0.09,18.28,11.524
3424,2010/ 5/18,50.63,110.33,211.069
3425,2010/ 5/19,1.35,184.48,255.316
3426,2010/ 5/20,0.01,114.86,125.037
3427,2010/ 5/21,0.0,124.77,80.629
3428,2010/ 5/22,2.35,28.54,62.013
3429,2010/ 5/23,29.52,187.07,143.408
3430,2010/ 5/24,7.02,319.67,195.395
3431,2010/ 5/25,8.15,227.8,184.584
3432,2010/ 5/26,1.23,193.22,157.907
3433,2010/ 5/27,0.0,147.25,116.596
3434,2010/ 5/28,0.0,106.75,83.255
3435,2010/ 5/29,0.0,88.26,64.972
3436,2010/ 5/30,0.0,64.88,55.109
3437,2010/ 5/31,0.0,54.07,46.952
3438,2010/ 6/ 1,0.0,42.55,39.773
3439,2010/ 6/ 2,0.0,38.27,33.224
3440,2010/ 6/ 3,0.0,32.73,27.315
3441,2010/ 6/ 4,0.06,26.2,22.625
3442,2010/ 6/ 5,0.73,24.22,19.363
3443,2010/ 6/ 6,0.55,3.46,17.254
3444,2010/ 6/ 7,0.0,20.79,16.092
3445,2010/ 6/ 8,0.0,18.67,14.915
3446,2010/ 6/ 9,0.0,13.44,13.789
3447,2010/ 6/10,0.0,17.94,12.726
3448,2010/ 6/11,0.04,10.95,11.746
3449,2010/ 6/12,14.48,26.87,26.975
3450,2010/ 6/13,2.69,23.12,34.478
3451,2010/ 6/14,1.88,26.77,37.082
3452,2010/ 6/15,6.92,30.55,43.277
3453,2010/ 6/16,0.05,19.39,42.208
3454,2010/ 6/17,0.0,19.81,38.148
3455,2010/ 6/18,0.0,19.8,32.384
3456,2010/ 6/19,2.85,16.45,30.537
3457,2010/ 6/20,8.32,19.84,37.067
3458,2010/ 6/21,0.17,16.54,36.681
3459,2010/ 6/22,0.0,16.78,33.168
3460,2010/ 6/23,0.0,13.36,28.038
3461,2010/ 6/24,0.0,10.32,22.454
3462,2010/ 6/25,0.0,9.95,17.086
3463,2010/ 6/26,0.17,6.49,13.687
3464,2010/ 6/27,4.16,10.31,16.053
3465,2010/ 6/28,0.0,10.34,15.122
3466,2010/ 6/29,0.92,13.22,14.106
3467,2010/ 6/30,0.35,10.81,12.552
3468,2010/ 7/ 1,0.0,8.29,10.451
3469,2010/ 7/ 2,13.98,15.03,25.842
3470,2010/ 7/ 3,2.83,18.63,34.326
3471,2010/ 7/ 4,0.09,25.73,34.994
3472,2010/ 7/ 5,9.16,18.83,45.946
3473,2010/ 7/ 6,1.96,14.94,48.3
3474,2010/ 7/ 7,4.3,22.17,48.571
3475,2010/ 7/ 8,2.17,18.89,48.505
3476,2010/ 7/ 9,4.83,12.03,51.602
3477,2010/ 7/10,0.03,5.26,48.69
3478,2010/ 7/11,3.79,12.0,47.839
3479,2010/ 7/12,0.53,16.1,44.628
3480,2010/ 7/13,1.08,12.47,40.851
3481,2010/ 7/14,0.34,14.53,36.204
3482,2010/ 7/15,0.0,7.81,31.029
3483,2010/ 7/16,32.1,28.53,103.347
3484,2010/ 7/17,40.98,131.42,450.879
3485,2010/ 7/18,8.41,233.7,469.839
3486,2010/ 7/19,0.08,133.66,191.809
3487,2010/ 7/20,0.03,74.17,124.839
3488,2010/ 7/21,8.12,60.13,111.191
3489,2010/ 7/22,0.41,55.38,98.001
3490,2010/ 7/23,28.47,124.38,171.318
3491,2010/ 7/24,0.04,121.29,193.111
3492,2010/ 7/25,0.83,77.86,135.472
3493,2010/ 7/26,1.16,56.86,100.992
3494,2010/ 7/27,0.04,45.89,77.236
3495,2010/ 7/28,0.0,39.44,62.766
3496,2010/ 7/29,0.14,31.15,53.867
3497,2010/ 7/30,0.36,28.31,46.949
3498,2010/ 7/31,0.0,28.22,40.503
3499,2010/ 8/ 1,0.17,23.39,34.777
3500,2010/ 8/ 2,13.2,30.73,46.485
3501,2010/ 8/ 3,0.33,34.38,49.188
3502,2010/ 8/ 4,2.4,37.99,49.874
3503,2010/ 8/ 5,14.84,56.39,80.397
3504,2010/ 8/ 6,4.1,70.98,98.93
3505,2010/ 8/ 7,13.5,85.93,125.01
3506,2010/ 8/ 8,3.89,114.59,134.923
3507,2010/ 8/ 9,0.84,82.1,109.981
3508,2010/ 8/10,15.89,71.54,129.642
3509,2010/ 8/11,2.22,79.08,138.883
3510,2010/ 8/12,1.08,75.29,112.339
3511,2010/ 8/13,47.72,332.04,396.419
3512,2010/ 8/14,15.07,280.06,491.637
3513,2010/ 8/15,82.87,1659.36,1030.46
3514,2010/ 8/16,0.04,499.14,950.319
3515,2010/ 8/17,0.0,238.75,226.382
3516,2010/ 8/18,8.07,169.59,152.081
3517,2010/ 8/19,1.82,130.03,132.49
3518,2010/ 8/20,0.15,98.81,101.504
3519,2010/ 8/21,0.0,76.33,79.794
3520,2010/ 8/22,0.12,67.38,68.483
3521,2010/ 8/23,30.29,85.6,137.076
3522,2010/ 8/24,15.07,245.98,221.206
3523,2010/ 8/25,40.39,322.91,545.029
3524,2010/ 8/26,29.26,797.26,730.831
3525,2010/ 8/27,0.45,462.15,426.621
3526,2010/ 8/28,3.39,254.99,190.328
3527,2010/ 8/29,27.6,287.71,268.39
3528,2010/ 8/30,1.73,316.16,271.781
3529,2010/ 8/31,0.82,201.23,170.38
3530,2010/ 9/ 1,9.57,176.57,154.087
3531,2010/ 9/ 2,26.38,287.12,262.195
3532,2010/ 9/ 3,1.89,327.33,268.013
3533,2010/ 9/ 4,0.0,223.7,166.359
3534,2010/ 9/ 5,8.56,166.11,145.96
3535,2010/ 9/ 6,12.01,166.82,165.643
3536,2010/ 9/ 7,0.08,167.49,153.317
3537,2010/ 9/ 8,0.16,124.77,116.264
3538,2010/ 9/ 9,30.09,119.38,204.664
3539,2010/ 9/10,97.22,1382.97,1155.934
3540,2010/ 9/11,61.36,2210.55,1674.863
3541,2010/ 9/12,40.9,1568.63,1188.03
3542,2010/ 9/13,1.8,706.31,609.73
3543,2010/ 9/14,0.0,342.23,225.076
3544,2010/ 9/15,0.0,225.37,148.299
3545,2010/ 9/16,0.0,140.57,111.814
3546,2010/ 9/17,0.0,113.87,92.319
3547,2010/ 9/18,0.0,87.89,79.658
3548,2010/ 9/19,9.78,94.37,83.44
3549,2010/ 9/20,5.79,74.03,93.167
3550,2010/ 9/21,41.84,165.61,334.248
3551,2010/ 9/22,0.4,278.03,360.273
3552,2010/ 9/23,0.0,186.62,167.703
3553,2010/ 9/24,0.0,127.54,117.058
3554,2010/ 9/25,0.07,93.58,90.918
3555,2010/ 9/26,0.0,80.5,77.047
3556,2010/ 9/27,0.0,67.14,67.639
3557,2010/ 9/28,0.0,61.02,59.392
3558,2010/ 9/29,0.0,46.65,52.436
3559,2010/ 9/30,0.0,46.78,46.234
3560,2010/10/ 1,0.0,43.79,40.811
3561,2010/10/ 2,17.5,37.56,65.368
3562,2010/10/ 3,14.87,103.89,114.338
3563,2010/10/ 4,1.31,74.22,127.49
3564,2010/10/ 5,0.0,56.41,101.175
3565,2010/10/ 6,0.0,60.86,77.544
3566,2010/10/ 7,0.0,27.98,64.391
3567,2010/10/ 8,2.25,40.91,59.627
3568,2010/10/ 9,0.29,41.26,54.333
3569,2010/10/10,0.0,41.35,48.632
3570,2010/10/11,0.0,30.19,43.324
3571,2010/10/12,0.0,30.34,38.433
3572,2010/10/13,0.01,30.44,34.035
3573,2010/10/14,0.0,23.84,29.955
3574,2010/10/15,0.0,30.38,26.157
3575,2010/10/16,0.0,17.42,22.707
3576,2010/10/17,0.0,24.0,19.804
3577,2010/10/18,0.0,30.5,17.599
3578,2010/10/19,0.0,17.55,15.896
3579,2010/10/20,0.0,17.47,14.842
3580,2010/10/21,0.63,20.38,13.996
3581,2010/10/22,0.05,25.8,12.897
3582,2010/10/23,0.0,17.96,12.065
3583,2010/10/24,0.0,24.02,11.267
3584,2010/10/25,0.0,4.73,10.521
3585,2010/10/26,0.0,24.16,9.824
3586,2010/10/27,0.0,11.31,9.184
3587,2010/10/28,0.0,17.51,8.586
3588,2010/10/29,0.04,17.64,8.028
3589,2010/10/30,0.0,11.22,7.514
3590,2010/10/31,0.21,17.76,7.04
3591,2010/11/ 1,0.05,11.34,6.611
3592,2010/11/ 2,0.0,11.48,6.201
3593,2010/11/ 3,0.0,17.84,5.814
3594,2010/11/ 4,0.0,11.69,5.456
3595,2010/11/ 5,0.0,5.1,5.121
3596,2010/11/ 6,0.0,24.27,4.811
3597,2010/11/ 7,0.0,11.8,4.523
3598,2010/11/ 8,4.7,5.29,6.97
3599,2010/11/ 9,0.01,11.96,6.929
3600,2010/11/10,0.0,10.54,5.852
3601,2010/11/11,11.92,18.8,13.958
3602,2010/11/12,1.73,30.98,18.307
3603,2010/11/13,0.0,11.96,19.218
3604,2010/11/14,0.0,12.1,18.487
3605,2010/11/15,0.0,11.98,16.602
3606,2010/11/16,0.0,11.96,14.38
3607,2010/11/17,0.0,12.06,12.502
3608,2010/11/18,0.0,12.08,10.82
3609,2010/11/19,0.0,11.99,9.282
3610,2010/11/20,0.0,5.79,8.085
3611,2010/11/21,0.0,12.35,7.162
3612,2010/11/22,1.19,12.18,7.162
3613,2010/11/23,0.0,12.06,6.632
3614,2010/11/24,0.0,5.99,5.993
3615,2010/11/25,0.03,6.64,5.159
3616,2010/11/26,0.0,12.53,4.578
3617,2010/11/27,1.56,0.21,4.397
3618,2010/11/28,0.0,5.95,4.187
3619,2010/11/29,0.31,19.41,3.991
3620,2010/11/30,0.1,6.17,3.826
3621,2010/12/ 1,0.0,19.13,3.689
3622,2010/12/ 2,3.17,6.84,6.489
3623,2010/12/ 3,2.91,6.37,8.757
3624,2010/12/ 4,0.0,7.85,8.948
3625,2010/12/ 5,0.0,13.96,8.852
3626,2010/12/ 6,0.0,9.04,8.444
3627,2010/12/ 7,0.0,13.06,7.508
3628,2010/12/ 8,1.84,2.84,6.496
3629,2010/12/ 9,0.27,14.14,5.504
3630,2010/12/10,3.67,2.7,4.561
3631,2010/12/11,0.04,7.12,3.835
3632,2010/12/12,0.0,13.79,3.415
3633,2010/12/13,0.11,1.26,3.278
3634,2010/12/14,0.02,3.62,3.14
3635,2010/12/15,0.0,3.56,3.011
3636,2010/12/16,0.0,3.44,2.893
3637,2010/12/17,0.2,3.89,2.785
3638,2010/12/18,0.0,4.33,2.686
3639,2010/12/19,0.31,6.81,2.592
3640,2010/12/20,0.0,3.62,2.498
3641,2010/12/21,0.0,16.18,2.434
3642,2010/12/22,0.0,4.74,2.382
3643,2010/12/23,0.0,3.81,2.33
3644,2010/12/24,0.0,2.75,2.266
3645,2010/12/25,0.0,1.7,2.197
3646,2010/12/26,0.0,4.15,2.129
3647,2010/12/27,0.0,4.18,2.064
3648,2010/12/28,3.7,4.2,2.063
3649,2010/12/29,0.0,4.06,2.063
3650,2010/12/30,2.48,4.58,2.062
3651,2010/12/31,0.0,3.08,2.061
