date,rain,obs_flow,et,temp,,,
1967-09-26,0,,2.98,17.5,,,
1967-09-27,0,,3.1,17.4,,,
1967-09-28,0,,3.06,18.9,,,
1967-09-29,0,,2.83,19.4,,,
1967-09-30,0.24,,2.31,20.1,,,
1967-10-01,0.36,,2.76,17.2,,,
1967-10-02,0,,4.14,17.1,,,
1967-10-03,0,,3.26,16.1,,,
1967-10-04,0.23,,2.33,15.4,,,
1967-10-05,0,,2.64,15.6,,,
1967-10-06,0.23,,2.63,15.6,,,
1967-10-07,0,,2.14,15,,,
1967-10-08,0,,2.85,16.5,,,
1967-10-09,0,,2.94,16.7,,,
1967-10-10,0.2,,2.58,16.2,,,
1967-10-11,0.13,,2.36,15.9,,,
1967-10-12,10.76,,1.14,15.2,,,
1967-10-13,1.96,,1.24,17.3,,,
1967-10-14,0,,2.87,15.1,,,
1967-10-15,0,,2.49,12.8,,,
1967-10-16,0,,1.9,12.5,,,
1967-10-17,0,,2.2,13.8,,,
1967-10-18,0,,2.2,14.3,,,
1967-10-19,0,,2.21,15.2,,,
1967-10-20,0,,2.49,14.7,,,
1967-10-21,0.11,,3.28,16.4,,,
1967-10-22,0,,2.81,15.3,,,
1967-10-23,0,,1.97,15.2,,,
1967-10-24,0.01,,2.14,14.4,,,
1967-10-25,0.44,,2.01,15,,,
1967-10-26,0.48,,2.81,16.7,,,
1967-10-27,0,,3.14,15,,,
1967-10-28,0,,2.17,13.4,,,
1967-10-29,0,,2.08,14.5,,,
1967-10-30,0.04,,2.44,16.2,,,
1967-10-31,0,,2.28,15.9,,,
1967-11-01,0,,0.87,13.5,,,
1967-11-02,0,,1.15,13.8,,,
1967-11-03,0,,2.19,11.5,,,
1967-11-04,2.93,,1.65,10.7,,,
1967-11-05,4.45,,1.05,10.3,,,
1967-11-06,0,,1.61,12.1,,,
1967-11-07,0.17,,1.91,12.6,,,
1967-11-08,2.46,,1.48,12.6,,,
1967-11-09,0,,1.72,8.8,,,
1967-11-10,0,,1.78,7.4,,,
1967-11-11,5.66,,0.86,7.2,,,
1967-11-12,0,,1.73,4.6,,,
1967-11-13,0,,1.63,3.5,,,
1967-11-14,0.06,,1.01,6.5,,,
1967-11-15,0.08,,1.75,5.8,,,
1967-11-16,0,,1.68,6,,,
1967-11-17,0,,1.56,7.2,,,
1967-11-18,1.43,,1.27,8.4,,,
1967-11-19,23.48,,1.27,12.4,,,
1967-11-20,0,,1.41,8.6,,,
1967-11-21,0,,1.03,6.5,,,
1967-11-22,0,,1.23,6,,,
1967-11-23,0,,0.95,7.6,,,
1967-11-24,0.19,,1.33,8.4,,,
1967-11-25,3.62,,1.32,8.2,,,
1967-11-26,0.58,,0.82,8.7,,,
1967-11-27,37.54,,0.58,7.7,,,
1967-11-28,3.2,,0.9,12.1,,,
1967-11-29,0.26,,0.91,10.5,,,
1967-11-30,0.01,,1.42,3.3,,,
1967-12-01,0,,1.06,1.5,,,
1967-12-02,0,,1.15,2.9,,,
1967-12-03,0,,0.89,3.1,,,
1967-12-04,0,,0.74,3.2,,,
1967-12-05,0,,1.05,3.2,,,
1967-12-06,0,,1,1,,,
1967-12-07,0,,0.96,-0.7,,,
1967-12-08,0.01,,0.95,-5.4,,,
1967-12-09,0,,0.93,-3.7,,,
1967-12-10,0.12,,0.87,-3.2,,,
1967-12-11,0,,1.15,-2.7,,,
1967-12-12,0,,0.69,0.7,,,
1967-12-13,0.09,,0.62,1.5,,,
1967-12-14,0.34,,1.22,2.3,,,
1967-12-15,0.01,,1.58,0.5,,,
1967-12-16,0,,1.06,4.4,,,
1967-12-17,0,,0.49,3.5,,,
1967-12-18,0.18,,0.47,3,,,
1967-12-19,0.05,,0.75,6.7,,,
1967-12-20,0.13,,1.32,2.1,,,
1967-12-21,0.01,,0.98,-2.4,,,
1967-12-22,0,,0.6,-2.6,,,
1967-12-23,0,,1,-3.8,,,
1967-12-24,0,,1.09,-2.8,,,
1967-12-25,0.01,,0.77,-2.8,,,
1967-12-26,0,,0.8,-0.4,,,
1967-12-27,0,,0.82,-3,,,
1967-12-28,0,,0.73,-7.2,,,
1967-12-29,0.01,,0.86,-8.4,,,
1967-12-30,0,,0.97,-7.8,,,
1967-12-31,0.01,,0.73,-3.2,,,
1968-01-01,0,,1.1,-0.6,,,
1968-01-02,0,,1.31,2.3,,,
1968-01-03,0,,1.75,2,,,
1968-01-04,0.01,,0.9,2.2,,,
1968-01-05,0,,1.06,4.4,,,
1968-01-06,0,,0.68,6.2,,,
1968-01-07,0,,1.63,1.4,,,
1968-01-08,0,,1.34,-2.5,,,
1968-01-09,0,,1.45,0.4,,,
1968-01-10,0,,1.41,2.3,,,
1968-01-11,0.2,,1.32,2.6,,,
1968-01-12,1.15,,1.63,3.6,,,
1968-01-13,2.3,,1.71,2.5,,,
1968-01-14,1.5,,0.79,-5.2,,,
1968-01-15,0,,1.08,-7.3,,,
1968-01-16,0,,0.99,-1.1,,,
1968-01-17,0,,1.68,3,,,
1968-01-18,0,,1.59,-1.1,,,
1968-01-19,0,,1.12,-2.2,,,
1968-01-20,0,,1.19,-1.4,,,
1968-01-21,0,,1.13,-1.4,,,
1968-01-22,0,,1.16,-1.3,,,
1968-01-23,0.01,,1.05,-1.1,,,
1968-01-24,0.69,,1,-0.5,,,
1968-01-25,0.01,,1.44,-1.4,,,
1968-01-26,0,,1.19,-2.2,,,
1968-01-27,0,,1.18,-2.3,,,
1968-01-28,0,,1,0.7,,,
1968-01-29,0,,0.91,1.2,,,
1968-01-30,0,,1.43,-0.8,,,
1968-01-31,0,,1.26,-5.7,,,
1968-02-01,0,,1.2,-5.8,,,
1968-02-02,0,,1.41,-4.7,,,
1968-02-03,0.01,,1.28,-1.8,,,
1968-02-04,0,,1.33,-2.5,,,
1968-02-05,0,,1.44,-2.3,,,
1968-02-06,0,,1.49,-3.1,,,
1968-02-07,0,,1.52,-2.3,,,
1968-02-08,0,,1.5,-2.5,,,
1968-02-09,0,,1.46,-3.2,,,
1968-02-10,0,,1.77,-0.5,,,
1968-02-11,0,,1.6,-2.8,,,
1968-02-12,0,,1.7,-2.4,,,
1968-02-13,0,,1.79,1.2,,,
1968-02-14,0.19,,1.55,1.3,,,
1968-02-15,0.14,,1.37,1.3,,,
1968-02-16,0,,1.35,-0.3,,,
1968-02-17,0,,1.52,1.8,,,
1968-02-18,1.06,,2.18,3.8,,,
1968-02-19,0,,1.59,-2.9,,,
1968-02-20,0,,1.45,-5.4,,,
1968-02-21,0.16,,1.4,-5.4,,,
1968-02-22,0.04,,1.77,-2.6,,,
1968-02-23,0.01,,1.42,-1.7,,,
1968-02-24,0,,1.79,-1,,,
1968-02-25,0,,1.71,0,,,
1968-02-26,0,,2.37,1.8,,,
1968-02-27,0.2,,2.25,4.1,,,
1968-02-28,2.6,,2.29,6.1,,,
1968-02-29,0.55,,1.89,4.2,,,
1968-03-01,0,,2.25,1.3,,,
1968-03-02,0,,2.06,1.4,,,
1968-03-03,0,,2.3,2.5,,,
1968-03-04,1.16,,2.75,6.3,,,
1968-03-05,13.8,,2.66,7.4,,,
1968-03-06,0.11,,2.94,5.1,,,
1968-03-07,4.4,,1.69,6.6,,,
1968-03-08,0.19,,2.54,4.2,,,
1968-03-09,0,,2.74,2.9,,,
1968-03-10,0,,2.88,4.4,,,
1968-03-11,0,,1.48,4.1,,,
1968-03-12,0.04,,2.6,6.2,,,
1968-03-13,0,,3.36,7.8,,,
1968-03-14,0,,2.67,6.2,,,
1968-03-15,0,,3.4,9.2,,,
1968-03-16,0.19,,2.96,6.1,,,
1968-03-17,0,,2.51,3.6,,,
1968-03-18,0,,3.1,7.5,,,
1968-03-19,0.26,,2.91,9.8,,,
1968-03-20,5.13,,1.29,10.9,,,
1968-03-21,0,,1.72,8.8,,,
1968-03-22,0,,2.5,6.9,,,
1968-03-23,0,,2.29,6.6,,,
1968-03-24,0,,2.11,7.2,,,
1968-03-25,0,,1.57,5.3,,,
1968-03-26,0,,2.25,7.2,,,
1968-03-27,0,,2.09,7.5,,,
1968-03-28,0.38,,2.93,8.7,,,
1968-03-29,15.27,,2.96,11.9,,,
1968-03-30,2.05,,2.26,11.9,,,
1968-03-31,0,,3.52,12.8,,,
1968-04-01,0,,4.32,12.7,,,
1968-04-02,0,,2.86,8.6,,,
1968-04-03,0,,4.21,14.4,,,
1968-04-04,0.01,,4.3,14.7,,,
1968-04-05,0,,4.22,12.4,,,
1968-04-06,0,,4.05,12.2,,,
1968-04-07,2.05,,3.05,13.1,,,
1968-04-08,9.49,,1.61,12.9,,,
1968-04-09,3.05,,2.06,12.4,,,
1968-04-10,0.47,,1.87,11.3,,,
1968-04-11,0,,3.5,10.5,,,
1968-04-12,0,,3.52,8.3,,,
1968-04-13,0,,3.36,9.1,,,
1968-04-14,0,,3.97,12.6,,,
1968-04-15,0,,3.55,12.6,,,
1968-04-16,3.22,,1.78,13.1,,,
1968-04-17,4.38,,1.49,9.8,,,
1968-04-18,1.07,,2.36,9.6,,,
1968-04-19,0.04,,3.07,10,,,
1968-04-20,0,,3.98,12.4,,,
1968-04-21,0,,4.27,14.9,,,
1968-04-22,0,,3.27,10.9,,,
1968-04-23,0,,3.65,12.5,,,
1968-04-24,0,,3.1,11.7,,,
1968-04-25,0.01,,5.8,18.7,,,
1968-04-26,0,,2.04,12.7,,,
1968-04-27,0,,3.99,14.3,,,
1968-04-28,0,,3.25,11.7,,,
1968-04-29,0,,3.7,11.4,,,
1968-04-30,0,,3.98,13,,,
1968-05-01,0.13,,4.63,17.2,,,
1968-05-02,7.07,,3.47,17.5,,,
1968-05-03,0,,2.32,15.1,,,
1968-05-04,0.53,,2.92,14.1,,,
1968-05-05,0,,4.67,18.1,,,
1968-05-06,0.31,,3.46,14.7,,,
1968-05-07,0,,2.74,12.7,,,
1968-05-08,0,,3.65,12.4,,,
1968-05-09,0,,4.3,14.7,,,
1968-05-10,0,,4.47,19,,,
1968-05-11,2.69,,2.1,16.2,,,
1968-05-12,1.72,,2.02,16.4,,,
1968-05-13,0,,6.33,19,,,
1968-05-14,0,,5.78,19,,,
1968-05-15,0,,3.61,13.7,,,
1968-05-16,0,,4.17,15.7,,,
1968-05-17,15.96,,2.61,16.8,,,
1968-05-18,10.69,,1.8,15.1,,,
1968-05-19,0.42,,3.13,15.8,,,
1968-05-20,0,,3.08,14.8,,,
1968-05-21,0,,3.62,15.7,,,
1968-05-22,0,,4,16.6,,,
1968-05-23,0,,3.93,17,,,
1968-05-24,0,,2.5,16.3,,,
1968-05-25,0.23,,2.44,14.9,,,
1968-05-26,0.61,,2.19,13.9,,,
1968-05-27,8.39,,2.29,14.1,,,
1968-05-28,0,,3.05,16.1,,,
1968-05-29,0,,4.78,18.3,,,
1968-05-30,0.01,,5.16,19.9,,,
1968-05-31,0,,4.69,18.5,,,
1968-06-01,4.88,,3.94,18.8,,,
1968-06-02,3.03,,2.7,15.8,,,
1968-06-03,0,,2.88,16.3,,,
1968-06-04,0,,4.65,18.7,,,
1968-06-05,0,,5.65,22.2,,,
1968-06-06,0,,6.38,24.3,,,
1968-06-07,0,,5.79,23.8,,,
1968-06-08,1.25,,4.99,22.5,,,
1968-06-09,53.33,,2.61,20.8,,,
1968-06-10,13.06,,4.75,18.2,,,
1968-06-11,0.54,,5.57,20.3,,,
1968-06-12,0,,5.68,24.5,,,
1968-06-13,0,,3.37,20.7,,,
1968-06-14,1.43,,3.7,22,,,
1968-06-15,4.45,,2.55,20.7,,,
1968-06-16,0.01,,4.95,21.2,,,
1968-06-17,0,,5.42,23.4,,,
1968-06-18,0.15,,5.15,22.5,,,
1968-06-19,0.32,,3.56,18.1,,,
1968-06-20,0.24,,2.9,17.1,,,
1968-06-21,4.85,,3.62,17.4,,,
1968-06-22,9.51,,4.18,18.8,,,
1968-06-23,0,,4.67,20.6,,,
1968-06-24,0,,3.57,19.9,,,
1968-06-25,0,,4.48,20,,,
1968-06-26,0,,3.1,20.6,,,
1968-06-27,0,,3.98,19.7,,,
1968-06-28,0,,4.98,22.8,,,
1968-06-29,0,,3.91,25.7,,,
1968-06-30,0.23,,3.98,24.7,,,
1968-07-01,0.08,,2.91,22.3,,,
1968-07-02,0.02,,3.12,20.7,,,
1968-07-03,3.24,,2.69,20.2,,,
1968-07-04,14.6,,2.14,18.6,,,
1968-07-05,2.96,,2.09,19.1,,,
1968-07-06,0.19,,4.01,21.8,,,
1968-07-07,1.28,,4.95,23.8,,,
1968-07-08,1,,3.09,23.9,,,
1968-07-09,0,,4.67,23.9,,,
1968-07-10,8.92,,3.02,22.3,,,
1968-07-11,0,,3.68,22.6,,,
1968-07-12,0,,4.55,23,,,
1968-07-13,0.18,,4.18,23.1,,,
1968-07-14,7.85,,2.6,24.1,,,
1968-07-15,62.11,,2.47,22.8,,,
1968-07-16,22.78,,2.2,23,,,
1968-07-17,77.01,,5.7,27.6,,,
1968-07-18,0.35,,3.12,27.1,,,
1968-07-19,0.21,,4.69,28.1,,,
1968-07-20,0.43,,5.45,29.6,,,
1968-07-21,0,,6.22,29.2,,,
1968-07-22,0,,5.8,30.1,,,
1968-07-23,0,,5.87,30.6,,,
1968-07-24,0,,5.81,28.1,,,
1968-07-25,0,,5.48,27.5,,,
1968-07-26,0,,4.76,28.1,,,
1968-07-27,0,,2.94,26.1,,,
1968-07-28,1.5,,3.54,25,,,
1968-07-29,6.89,,2.38,22.8,,,
1968-07-30,0.92,,2.8,24.3,,,
1968-07-31,32.35,,2.59,23.4,,,
1968-08-01,8.29,,2.35,22.8,,,
1968-08-02,0.05,,2.76,22.9,,,
1968-08-03,0,,2.92,22.5,,,
1968-08-04,0,,3.17,23,,,
1968-08-05,0.34,,4.78,25.9,,,
1968-08-06,3.14,,4.22,28.3,,,
1968-08-07,1.52,,5.53,28.8,,,
1968-08-08,10.25,,2.43,25.9,,,
1968-08-09,0.89,,2.63,26.1,,,
1968-08-10,0.02,,3.77,23.8,,,
1968-08-11,0,,3.93,23.5,,,
1968-08-12,0,,5.28,23.1,,,
1968-08-13,0,,2.89,24.1,,,
1968-08-14,0.76,,3.52,25,,,
1968-08-15,96.26,,2.51,24.7,,,
1968-08-16,22.75,,2.52,24.1,,,
1968-08-17,0.15,,5.48,26.2,,,
1968-08-18,0.08,,5.39,27.2,,,
1968-08-19,0.75,,3.35,27.2,,,
1968-08-20,21.64,,5.22,27.8,,,
1968-08-21,0.11,,4.87,27.1,,,
1968-08-22,9.22,,2.12,23.6,,,
1968-08-23,37.04,,2.2,24.7,,,
1968-08-24,0,,4.83,26,,,
1968-08-25,0,,3.78,24.8,,,
1968-08-26,0,,3.41,24.6,,,
1968-08-27,0,,4.03,23.4,,,
1968-08-28,0,,2.35,23.3,,,
1968-08-29,1.2,,3.44,22.7,,,
1968-08-30,0.29,,4.64,22.6,,,
1968-08-31,1.28,,3.5,20.9,,,
1968-09-01,0,,3.91,20.1,,,
1968-09-02,0,,4.19,21.4,,,
1968-09-03,0,,5.02,22.7,,,
1968-09-04,1,,3.22,21.8,,,
1968-09-05,24.72,,1.98,21.6,,,
1968-09-06,0.02,,3.39,21.6,,,
1968-09-07,0,,2.5,23.7,,,
1968-09-08,0,,3.98,22.5,,,
1968-09-09,5.94,,3.75,22,,,
1968-09-10,1.64,,3.66,21.8,,,
1968-09-11,0.32,,3.75,21.4,,,
1968-09-12,2.42,,2,21.5,,,
1968-09-13,0.05,,2.65,20.3,,,
1968-09-14,0,,3.04,21.7,,,
1968-09-15,0,,3.8,22.6,,,
1968-09-16,0,,3.34,21.5,,,
1968-09-17,0,,3.34,21.1,,,
1968-09-18,0.89,,3.75,23,,,
1968-09-19,1.46,,2.26,22.7,,,
1968-09-20,4.06,,2.21,19.3,,,
1968-09-21,0,,3.54,16.5,,,
1968-09-22,0,,1.52,16.2,,,
1968-09-23,0,,3.32,19.5,,,
1968-09-24,0.92,,2.93,17.2,,,
1968-09-25,0.02,,2.55,19.8,,,
1968-09-26,1.43,,2.59,19.5,,,
1968-09-27,0,,2.13,19.2,,,
1968-09-28,0.2,,3.03,21.8,,,
1968-09-29,0,,2.45,17.8,,,
1968-09-30,0,,2.64,16.8,,,
1968-10-01,0,,3.02,15.7,,,
1968-10-02,0.16,,2.58,16,,,
1968-10-03,9.04,,1.23,15.5,,,
1968-10-04,0,,1.66,18.2,,,
1968-10-05,0,,2.34,20.3,,,
1968-10-06,3.67,,2.77,21.4,,,
1968-10-07,27.78,,1.98,16.1,,,
1968-10-08,3.21,,3.43,15.9,,,
1968-10-09,2.39,,1.62,15.9,,,
1968-10-10,0,,1.95,15.6,,,
1968-10-11,0.05,,1.49,14.1,,,
1968-10-12,0,,2.37,14.8,,,
1968-10-13,0,,2.7,16.1,,,
1968-10-14,0,,2.75,15.1,,,
1968-10-15,0,,2.54,13.7,,,
1968-10-16,0,,1.89,13.7,,,
1968-10-17,0.18,,2.38,12.8,,,
1968-10-18,0.01,,2.57,11,,,
1968-10-19,0,,1.64,11.3,,,
1968-10-20,0,,1.93,12.2,,,
1968-10-21,0,,1.98,13.3,,,
1968-10-22,0,,2.16,14,,,
1968-10-23,1.54,,2.54,15.9,,,
1968-10-24,57.91,,1.92,12.4,,,
1968-10-25,5.67,,1.74,9.6,,,
1968-10-26,0.01,,2.02,12.9,,,
1968-10-27,0,,2.14,13,,,
1968-10-28,0,,1.57,9.9,,,
1968-10-29,0,,1.81,10.8,,,
1968-10-30,0,,1.73,11.7,,,
1968-10-31,0,,2.19,12.7,,,
1968-11-01,0,,1.9,12.8,,,
1968-11-02,0,,1.67,12.1,,,
1968-11-03,0.05,,1.56,12.6,,,
1968-11-04,1.14,,1.41,13.5,,,
1968-11-05,2.89,,0.84,12.3,,,
1968-11-06,0.08,,2.58,14.5,,,
1968-11-07,0,,1.89,13.1,,,
1968-11-08,1.38,,1.44,12.4,,,
1968-11-09,3.68,,2.33,5.9,,,
1968-11-10,0,,1.61,1.4,,,
1968-11-11,0,,1.65,5.6,,,
1968-11-12,0,,2.02,6.4,,,
1968-11-13,0,,1.8,8.4,,,
1968-11-14,0.29,,1.78,8.4,,,
1968-11-15,0.01,,1.76,6.5,,,
1968-11-16,0,,1.74,7.6,,,
1968-11-17,0,,1.53,6,,,
1968-11-18,0.02,,1.14,7.4,,,
1968-11-19,0.02,,1.74,12.8,,,
1968-11-20,0.22,,0.72,11,,,
1968-11-21,0,,1.07,10.2,,,
1968-11-22,0,,1.11,10.6,,,
1968-11-23,4.08,,1.21,10.2,,,
1968-11-24,0.21,,1.35,15.6,,,
1968-11-25,0.5,,0.86,13.1,,,
1968-11-26,0.42,,1.21,13.5,,,
1968-11-27,8.12,,1.71,11.1,,,
1968-11-28,0,,1.71,4.9,,,
1968-11-29,0,,1.24,4.8,,,
1968-11-30,0,,1.47,9.8,,,
1968-12-01,0,,1.5,10.1,,,
1968-12-02,0,,1.69,12.1,,,
1968-12-03,0,,1.3,11.3,,,
1968-12-04,0,,0.68,8.9,,,
1968-12-05,0,,1.04,10,,,
1968-12-06,0,,0.98,10.6,,,
1968-12-07,0,,1.15,12.6,,,
1968-12-08,0,,1.59,13.3,,,
1968-12-09,0.22,,1.52,12.1,,,
1968-12-10,0.01,,1.2,12.3,,,
1968-12-11,0.3,,0.91,11,,,
1968-12-12,2.08,,1.18,8.4,,,
1968-12-13,0.24,,1.29,6,,,
1968-12-14,0.18,,1.16,2.8,,,
1968-12-15,0,,1.42,-0.9,,,
1968-12-16,0,,1.65,-0.6,,,
1968-12-17,0,,1.75,2.8,,,
1968-12-18,0,,0.7,4.1,,,
1968-12-19,0,,1.25,6.8,,,
1968-12-20,1.13,,0.95,5.3,,,
1968-12-21,0.44,,1.93,3.8,,,
1968-12-22,5.9,,1.16,-3.1,,,
1968-12-23,4.46,,0.6,-1.7,,,
1968-12-24,0,,0.81,4.8,,,
1968-12-25,0,,0.85,5.1,,,
1968-12-26,0,,0.83,6.3,,,
1968-12-27,0,,1.92,3.9,,,
1968-12-28,0,,1.21,2.7,,,
1968-12-29,0,,1.03,2.7,,,
1968-12-30,0,,1.12,2.5,,,
1968-12-31,0,,1.4,-1.4,,,
1969-01-01,0,,1.08,-5.4,,,
1969-01-02,0,,1.23,-6.7,,,
1969-01-03,0,,1.1,-6.7,,,
1969-01-04,0.35,,1.18,-3,,,
1969-01-05,0,,1.17,-0.4,,,
1969-01-06,0,,0.97,-2.6,,,
1969-01-07,0,,1.24,-3.9,,,
1969-01-08,0,,1.37,-1.7,,,
1969-01-09,0,,1.4,-0.3,,,
1969-01-10,0,,0.97,-0.1,,,
1969-01-11,0,,1.27,1.4,,,
1969-01-12,0,,1.76,-1.1,,,
1969-01-13,0,,1.64,-2.5,,,
1969-01-14,0,,1.52,-2.3,,,
1969-01-15,0,,1.22,-5.1,,,
1969-01-16,0,,1.23,-1.7,,,
1969-01-17,0.07,,1.42,2.8,,,
1969-01-18,0.02,,1.14,3.1,,,
1969-01-19,0,,1.47,5.7,,,
1969-01-20,0,,1.03,4.2,,,
1969-01-21,0,,1.25,5.3,,,
1969-01-22,0,,1.1,5.9,,,
1969-01-23,0,,1.64,6.8,,,
1969-01-24,0,,1,2.6,,,
1969-01-25,7.76,,0.56,3.5,,,
1969-01-26,7.86,,0.87,8.4,,,
1969-01-27,9.79,,0.78,6,,,
1969-01-28,7.86,,0.98,3.9,,,
1969-01-29,1.83,,0.97,-0.7,,,
1969-01-30,3.48,,0.93,-0.9,,,
1969-01-31,3.47,,0.72,0.7,,,
1969-02-01,0.35,,1.05,0,,,
1969-02-02,0.89,,1.23,-3.7,,,
1969-02-03,0.42,,0.78,-2.3,,,
1969-02-04,0.78,,0.57,-2.8,,,
1969-02-05,0,,1.17,-8.6,,,
1969-02-06,0,,1.5,-6.2,,,
1969-02-07,1.02,,1.09,-1,,,
1969-02-08,0,,1.62,1.3,,,
1969-02-09,0,,1.65,2.7,,,
1969-02-10,0,,1.75,5.3,,,
1969-02-11,0,,1.79,6.5,,,
1969-02-12,0,,2.33,9,,,
1969-02-13,11.52,,1.26,5.6,,,
1969-02-14,2.19,,1.24,1.8,,,
1969-02-15,1.76,,1.28,1.8,,,
1969-02-16,0.6,,1.09,4,,,
1969-02-17,3.46,,0.9,4.7,,,
1969-02-18,5.49,,0.93,4.7,,,
1969-02-19,0.2,,1.37,3.8,,,
1969-02-20,0.01,,1.23,2,,,
1969-02-21,0,,1.32,1.7,,,
1969-02-22,0,,1.9,-0.7,,,
1969-02-23,0,,1.1,-0.8,,,
1969-02-24,0,,1.66,-1.3,,,
1969-02-25,0,,1.61,-3.6,,,
1969-02-26,1.01,,1.51,-0.2,,,
1969-02-27,0.01,,1.53,1.9,,,
1969-02-28,0,,1.8,-1.3,,,
1969-03-01,0,,1.5,-2.1,,,
1969-03-02,0.03,,1.9,1.5,,,
1969-03-03,4.51,,1.07,1.5,,,
1969-03-04,0.26,,1.75,2,,,
1969-03-05,0,,2.16,1,,,
1969-03-06,0,,2.26,3.5,,,
1969-03-07,0,,2.03,4.7,,,
1969-03-08,0,,2.51,7.5,,,
1969-03-09,0,,1.88,5.3,,,
1969-03-10,0,,1.86,3.9,,,
1969-03-11,3.29,,1.82,2.8,,,
1969-03-12,0.15,,1.6,1.7,,,
1969-03-13,0,,1.81,1.7,,,
1969-03-14,0.15,,2.07,3.9,,,
1969-03-15,0.11,,1.85,3.8,,,
1969-03-16,5.23,,1.8,5,,,
1969-03-17,0,,2.72,3.7,,,
1969-03-18,0,,2,3.9,,,
1969-03-19,0.02,,1.98,9.2,,,
1969-03-20,0.04,,1.52,10.5,,,
1969-03-21,0,,3.54,5.1,,,
1969-03-22,0,,3.13,3.5,,,
1969-03-23,0,,3.01,5.3,,,
1969-03-24,0,,3.53,9.3,,,
1969-03-25,0,,4.1,13.1,,,
1969-03-26,0,,4.76,14.5,,,
1969-03-27,0,,4.46,11.6,,,
1969-03-28,0,,2.99,7.3,,,
1969-03-29,0,,1.58,6.8,,,
1969-03-30,0,,2.59,6.6,,,
1969-03-31,0,,2.48,5.5,,,
1969-04-01,0,,2.86,7.8,,,
1969-04-02,0,,2.72,9,,,
1969-04-03,10.54,,2.43,10,,,
1969-04-04,4.22,,1.75,5.4,,,
1969-04-05,0,,3.45,5.9,,,
1969-04-06,0.03,,3.32,8.7,,,
1969-04-07,0.5,,3.4,8,,,
1969-04-08,8.87,,4.08,10.9,,,
1969-04-09,0,,4.34,11.2,,,
1969-04-10,0,,3.23,9.6,,,
1969-04-11,0,,3.17,10.6,,,
1969-04-12,0,,5.53,17,,,
1969-04-13,0.18,,5.25,21.6,,,
1969-04-14,14.85,,1.96,15.4,,,
1969-04-15,14.39,,1.55,8.9,,,
1969-04-16,14.55,,2,7,,,
1969-04-17,0,,2.34,7.3,,,
1969-04-18,0,,4.01,11.6,,,
1969-04-19,0,,3.59,11.8,,,
1969-04-20,0.18,,3.57,13.2,,,
1969-04-21,13.62,,4.01,20.1,,,
1969-04-22,0,,3.94,13.6,,,
1969-04-23,6.48,,4,16.3,,,
1969-04-24,42.63,,3.38,13.6,,,
1969-04-25,14.9,,1.61,7.1,,,
1969-04-26,0.46,,3.15,9,,,
1969-04-27,0,,3.79,14.8,,,
1969-04-28,0.12,,4.55,17,,,
1969-04-29,2.56,,2.88,16.9,,,
1969-04-30,0,,3.95,16.3,,,
1969-05-01,0,,4.67,17.6,,,
1969-05-02,0,,5.41,20,,,
1969-05-03,0.9,,4.91,19,,,
1969-05-04,32.38,,2.71,20.1,,,
1969-05-05,19.6,,2.34,18.5,,,
1969-05-06,0,,3.87,13.6,,,
1969-05-07,0,,5.57,17.2,,,
1969-05-08,0,,6.34,21.4,,,
1969-05-09,0.42,,5.99,22.6,,,
1969-05-10,3.4,,2.78,20.7,,,
1969-05-11,0.05,,2.62,15.8,,,
1969-05-12,1.28,,3.15,16.1,,,
1969-05-13,0,,4.49,16.2,,,
1969-05-14,0,,3.78,14.5,,,
1969-05-15,0.29,,2.6,15.6,,,
1969-05-16,0,,2.9,18.7,,,
1969-05-17,0.44,,4.31,17,,,
1969-05-18,10.14,,3.85,16.7,,,
1969-05-19,0,,5.81,15.7,,,
1969-05-20,0,,4.91,15.1,,,
1969-05-21,0,,5.55,19.2,,,
1969-05-22,0,,6.25,22.3,,,
1969-05-23,0.67,,3.99,15.6,,,
1969-05-24,2.95,,1.92,14.4,,,
1969-05-25,0,,4.61,16.7,,,
1969-05-26,12.74,,3.5,17.6,,,
1969-05-27,3.12,,2.17,14.2,,,
1969-05-28,0,,3.55,13.4,,,
1969-05-29,3.11,,4.61,17.7,,,
1969-05-30,3.77,,3.56,16.7,,,
1969-05-31,0,,4.79,18.3,,,
1969-06-01,0.69,,5.85,21.4,,,
1969-06-02,9.79,,2.98,21.7,,,
1969-06-03,0,,3.62,17.6,,,
1969-06-04,0,,5.77,20.2,,,
1969-06-05,0.25,,2.63,16.7,,,
1969-06-06,0,,2.55,13.8,,,
1969-06-07,0,,4.36,16,,,
1969-06-08,0,,5.42,20.2,,,
1969-06-09,0,,6.1,22.3,,,
1969-06-10,0.82,,6.05,24.6,,,
1969-06-11,2.44,,2.61,19.7,,,
1969-06-12,4.5,,5.06,23.7,,,
1969-06-13,0,,4.39,18.7,,,
1969-06-14,0,,4.94,20,,,
1969-06-15,0,,5.4,23.6,,,
1969-06-16,0,,3.22,21.6,,,
1969-06-17,0,,4.73,23.1,,,
1969-06-18,0.73,,3.02,19.5,,,
1969-06-19,0,,2.81,20.4,,,
1969-06-20,0,,4.34,21,,,
1969-06-21,29.8,,3.86,20.8,,,
1969-06-22,0.02,,3.99,21,,,
1969-06-23,0,,5.82,23.9,,,
1969-06-24,0,,5.69,26.1,,,
1969-06-25,5.11,,2.44,20,,,
1969-06-26,0.01,,3.32,21.5,,,
1969-06-27,0.31,,6.11,23.2,,,
